L2 Size,L2 Assoc,Lookahead,Stride,Total Cycles,Speedup,IPC,Main Thread Hit,Main Thread Miss,L2 Hit Ratio,L2 Evictions,L2 Occupancy Ratio,Helper Thread Hit,Helper Thread Miss,Redundant MSHR,Redundant Cache,Timely,Late,Bad,Ugly
96 KB,8,5,160,4081533472,1.0000,0.2360,10787206,2026676,0.4610,129037,0.5760,286436,10912381,264229,22207,374000,10363991,759,52676
96 KB,8,10,160,3988579495,1.0233,0.2410,9999283,2824302,0.4320,384328,0.5870,237214,10625795,213347,23867,815648,9131284,3130,191144
96 KB,8,20,160,3818887514,1.0688,0.2530,8443136,4397561,0.3730,702469,0.6040,166865,10080711,135217,31648,1589585,6791359,5427,366784
96 KB,8,40,160,3544707491,1.1514,0.2800,5322163,7553086,0.2450,866655,0.6520,92761,9127953,35019,57742,2804629,2419292,6473,453188
96 KB,8,80,160,3743761468,1.0902,0.3010,2114200,10858758,0.1010,440063,0.6410,172747,9494474,1366,171381,1882542,18650,1152,190753
96 KB,8,160,160,3878911468,1.0522,0.3540,1640819,11491556,0.0880,414953,0.6070,342690,9192580,590,342100,1248127,637,1228,180913
96 KB,8,320,160,3954589491,1.0321,0.4630,1514951,11845666,0.0960,333321,0.5870,589594,8015504,442,589152,843576,489,1324,143904
