L2 Size,L2 Assoc,L2 Repl,Lookahead,Stride,Total Cycles,Speedup,IPC,Main Thread Hit,Main Thread Miss,L2 Hit Ratio,L2 Evictions,L2 Occupancy Ratio,Helper Thread Hit,Helper Thread Miss,Helper Thread Accuracy,Helper Thread Coverage,Redundant MSHR,Redundant Cache,Timely,Late,Bad,Ugly
96 KB,8,LRU,320,5,3947608491,1.0000,0.5970,1751771,11817268,0.1240,340508,0.5890,814509,6336739,0.067,0.119,343,814166,847717,316,1345,156182
96 KB,8,LRU,320,10,3946817491,1.0002,0.5400,1663599,11815431,0.1120,336415,0.5860,718910,7048220,0.067,0.11,362,718548,852043,403,1390,151641
96 KB,8,LRU,320,20,3946702491,1.0002,0.5050,1608469,11814802,0.1050,336839,0.5860,658515,7488572,0.068,0.105,371,658144,856566,415,1430,150483
96 KB,8,LRU,320,40,3947383491,1.0001,0.4830,1572893,11817631,0.1010,330929,0.5870,624623,7750112,0.068,0.103,476,624147,862592,509,1309,143541
96 KB,8,LRU,320,80,3950948491,0.9992,0.4710,1540191,11831889,0.0980,329344,0.5870,604586,7911920,0.067,0.1,517,604069,854251,553,1285,141422
96 KB,8,LRU,320,160,3954589491,0.9982,0.4630,1514951,11845666,0.0960,333321,0.5870,589594,8015504,0.067,0.098,442,589152,843576,489,1324,143904
96 KB,8,LRU,320,320,3957834491,0.9974,0.4560,1493479,11855901,0.0940,340783,0.5890,574229,8116105,0.066,0.097,1581,572648,838169,496,1293,148557
