L2 Size,L2 Assoc,L2 Repl,Lookahead,Stride,Total Cycles,Speedup,IPC,Main Thread Hit,Main Thread Miss,L2 Hit Ratio,L2 Evictions,L2 Occupancy Ratio,Helper Thread Hit,Helper Thread Miss,Helper Thread Accuracy,Helper Thread Coverage,Redundant MSHR,Redundant Cache,Timely,Late,Bad,Ugly
96 KB,8,LRU,160,5,3873975468,1.0000,0.4460,1935073,11473919,0.1160,412715,0.6070,639019,8049889,0.098,0.144,568,638450,1249128,490,1149,185652
96 KB,8,LRU,160,10,3873971468,1.0000,0.4050,1807027,11473826,0.1030,415749,0.6060,503199,8563831,0.098,0.138,503,502696,1251280,518,1143,186969
96 KB,8,LRU,160,20,3873833468,1.0000,0.3810,1735205,11473262,0.0960,415331,0.6070,426155,8852978,0.099,0.135,544,425611,1254500,605,1135,185637
96 KB,8,LRU,160,40,3873972468,1.0000,0.3680,1695241,11472876,0.0920,409450,0.6070,386774,9013746,0.099,0.134,38996,347778,1259016,689,1092,180400
96 KB,8,LRU,160,80,3876948468,0.9992,0.3600,1661341,11485169,0.0890,409455,0.6070,361944,9119657,0.098,0.132,4070,357874,1250904,691,1176,178551
96 KB,8,LRU,160,160,3878911468,0.9987,0.3540,1640819,11491556,0.0880,414953,0.6070,342690,9192580,0.098,0.131,590,342100,1248127,637,1228,180913
96 KB,8,LRU,160,320,3877483468,0.9991,0.3490,1636561,11483746,0.0860,423070,0.6080,325250,9248921,0.099,0.132,785,324465,1259174,620,1230,184141
96 KB,8,LRU,160,640,3872291468,1.0004,0.3400,1638409,11457490,0.0850,430492,0.6070,296926,9356668,0.101,0.133,522,296404,1284736,3112,1403,186272
