L2 Size,L2 Assoc,L2 Repl,Lookahead,Stride,Total Cycles,Speedup,IPC,Main Thread Hit,Main Thread Miss,L2 Hit Ratio,L2 Evictions,L2 Occupancy Ratio,Helper Thread Hit,Helper Thread Miss,Helper Thread Accuracy,Helper Thread Coverage,Redundant MSHR,Redundant Cache,Timely,Late,Bad,Ugly
96 KB,8,LRU,640,5,3999191468,1.0000,0.8120,1630259,12068215,0.1400,233207,0.5640,938217,3748644,0.04,0.108,201,938016,505707,166,884,93879
96 KB,8,LRU,640,20,3998595468,1.0001,0.7180,1560554,12063012,0.1250,217365,0.5640,863125,4926215,0.042,0.091,263,862862,525097,256,864,86240
96 KB,8,LRU,640,40,3999976468,0.9998,0.6920,1534782,12068553,0.1210,212489,0.5640,842997,5250382,0.043,0.088,317,842680,538050,327,734,82223
96 KB,8,LRU,640,80,4003412468,0.9989,0.6760,1509865,12081787,0.1180,212548,0.5640,830173,5447350,0.042,0.084,274,829899,529759,319,737,82176
96 KB,8,LRU,640,320,4009253468,0.9975,0.6610,1477359,12103103,0.1140,219777,0.5640,815490,5650022,0.041,0.08,279,815211,514638,292,892,88366
