
"Traffic","Data Packet Injection Rate (packets/cycle/node)","Routing Algorithm","Selection Policy","Ant Packet Injection Rate (packets/cycle/node)","Alpha","Reinforcement Factor","Simulation Time","Total Cycles","Packets Transmitted","Throughput (packets/cycle/node)","Average Packet Delay (cycles)","Average Packet Hops","Payload Packets Transmitted","Payload Throughput (packets/cycle/node)","Average Payload Packet Delay (cycles)","Average Payload Packet Hops","Average Flit per State Delay::INPUT_BUFFER","Max Flit per State Delay::INPUT_BUFFER","Average Flit per State Delay::ROUTE_CALCULATION","Max Flit per State Delay::ROUTE_CALCULATION","Average Flit per State Delay::VIRTUAL_CHANNEL_ALLOCATION","Max Flit per State Delay::VIRTUAL_CHANNEL_ALLOCATION","Average Flit per State Delay::SWITCH_ALLOCATION","Max Flit per State Delay::SWITCH_ALLOCATION","Average Flit per State Delay::SWITCH_TRAVERSAL","Max Flit per State Delay::SWITCH_TRAVERSAL","Average Flit per State Delay::LINK_TRAVERSAL","Max Flit per State Delay::LINK_TRAVERSAL","Average Flit per State Delay::DESTINATION_ARRIVED","Max Flit per State Delay::DESTINATION_ARRIVED"
"transpose","0.06","oddEven","aco","0.001","0.45","0.008","0:00:11.504","20000.0","69436.0","0.054246875","70.53534189757474","6.999654357969929","67117.0","0.05243515625","70.96437564253468","6.9991358374182395","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.45","0.016","0:00:11.610","20000.0","69411.0","0.05422734375","75.31091613721168","6.999135583697108","67091.0","0.05241484375","75.77721303900672","6.998569107629936","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.45","0.032","0:00:11.470","20000.0","69407.0","0.05422421875","73.72096474419007","6.999452504790583","67088.0","0.0524125","74.1805389935607","6.998926782733126","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.45","0.064","0:00:16.580","20000.0","67597.0","0.05281015625","226.0507271032738","6.922363418494903","65371.0","0.05107109375","226.09014700708266","6.9225344571752","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","5.0E-4","0:00:10.932","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.001","0:00:10.907","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.002","0:00:11.512","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.004","0:00:10.997","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.008","0:00:11.111","20000.0","69430.0","0.0542421875","72.16883191703874","6.999452686158721","67112.0","0.05243125","72.60407974728811","6.998956967457385","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.016","0:00:11.287","20000.0","69413.0","0.05422890625","73.10656505265584","6.999164421650123","67094.0","0.0524171875","73.54882701880943","6.99856917160998","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.032","0:00:11.815","20000.0","69271.0","0.05411796875","87.46230024108213","6.996881812013686","66960.0","0.0523125","87.92317801672641","6.996236559139785","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.5","0.064","0:00:14.402","20000.0","68168.0","0.05325625","159.4511941086727","6.950739349841568","65930.0","0.0515078125","160.40018201122402","6.952100712877294","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","5.0E-4","0:00:11.354","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.001","0:00:11.031","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.002","0:00:11.173","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.004","0:00:10.932","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.008","0:00:11.027","20000.0","69442.0","0.0542515625","72.30660119236197","6.999625586820656","67122.0","0.0524390625","72.76559101337863","6.999076308810822","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.016","0:00:11.722","20000.0","69199.0","0.05406171875","83.6097486957904","6.990433387765719","66890.0","0.0522578125","84.03860068769622","6.990192853939304","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.032","0:00:11.369","20000.0","69442.0","0.0542515625","72.8992540537427","7.000115204055183","67122.0","0.0524390625","73.30395399421948","6.9995828491403715","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.55","0.064","0:00:15.780","20000.0","67763.0","0.05293984375","180.4146067913168","6.933474019745288","65532.0","0.051196875","181.23033022035037","6.934779954831227","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","5.0E-4","0:00:11.101","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.001","0:00:10.871","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.002","0:00:11.313","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.004","0:00:11.528","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.008","0:00:11.616","20000.0","69471.0","0.05427421875","72.66676742813549","7.000230311928719","67151.0","0.05246171875","73.11748149692484","6.999702163780137","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.016","0:00:11.596","20000.0","69422.0","0.0542359375","74.94282792198439","6.999366195154274","67102.0","0.0524234375","75.36581622008286","6.998807785162886","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.032","0:00:11.959","20000.0","69354.0","0.0541828125","89.04782709000202","6.998673472330363","67039.0","0.05237421875","89.58125867032622","6.998269663926968","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.6","0.064","0:00:14.948","20000.0","68006.0","0.0531296875","171.21139311237243","6.926094756345028","65764.0","0.051378125","171.98555440666627","6.927376680250593","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","5.0E-4","0:00:10.890","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.001","0:00:11.125","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.002","0:00:11.662","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.004","0:00:11.456","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.008","0:00:11.562","20000.0","69452.0","0.054259375","73.17554570062777","6.999481656395784","67133.0","0.05244765625","73.62937750435702","6.998957293730356","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.016","0:00:11.540","20000.0","69401.0","0.05421953125","77.4861601417847","6.999308367314592","67083.0","0.05240859375","77.95934886632978","6.99889688892864","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.032","0:00:10.914","20000.0","69439.0","0.05424921875","69.50085686717838","6.999971197741903","67120.0","0.0524375","69.91988974970202","6.999463647199047","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.65","0.064","0:00:12.179","20000.0","69326.0","0.0541609375","93.31053284482013","6.996855436632721","67012.0","0.052353125","93.81251119202531","6.996448397301976","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","5.0E-4","0:00:10.974","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.001","0:00:11.029","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.002","0:00:11.042","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.004","0:00:11.085","20000.0","69471.0","0.05427421875","72.13286119387946","7.000403045875257","67152.0","0.0524625","72.58577555396712","6.999910650464618","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.008","0:00:11.475","20000.0","69434.0","0.0542453125","73.55415214448253","6.9988478267131375","67116.0","0.052434375","74.00895464568806","6.998361046546278","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.016","0:00:11.203","20000.0","69388.0","0.054209375","74.97316538882804","6.999538825157088","67069.0","0.05239765625","75.44367740684966","6.999015938809286","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.032","0:00:11.077","20000.0","69382.0","0.0542046875","72.10971145253812","6.998674007667695","67064.0","0.05239375","72.48151019921269","6.998240486699272","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"transpose","0.06","oddEven","aco","0.001","0.7","0.064","0:00:11.927","20000.0","69281.0","0.05412578125","90.42340612866442","6.996189431445851","66968.0","0.05231875","90.97528670409748","6.996027953649504","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
